"Order","Family","Genus","Binomial","Female2n","Sex.chromosome.system","Source"
"Primates","Aotidae","Aotus","Aotus nancymaae",54,"XY","F. Garcia et al. 2002b"
"Primates","Aotidae","Aotus","Aotus sp.",50,"complex XY","Blackmon 2019"
"Primates","Aotidae","Aotus","Aotus trivirgatus",54,"XY","Blackmon 2019"
"Primates","Atelidae","Alouatta","Alouatta arctoidea",44,"complex XY","Stanyon et al. 2011"
"Primates","Atelidae","Alouatta","Alouatta belzebul",50,"complex XY","Blackmon 2019"
"Primates","Atelidae","Alouatta","Alouatta belzebul",50,"complex XY","Consigliere et al. .1998"
"Primates","Atelidae","Alouatta","Alouatta caraya",52,"complex XY","de Oliveira et al. 2002"
"Primates","Atelidae","Alouatta","Alouatta fusca",50,"complex XY","Blackmon 2019"
"Primates","Atelidae","Alouatta","Alouatta fusca clamitans",46,"complex XY","de Oliveira et al. 2002"
"Primates","Atelidae","Alouatta","Alouatta guariba",50,"complex XY","Stanyon et al. 2011"
"Primates","Atelidae","Alouatta","Alouatta palliata",54,"complex XY","Blackmon 2019"
"Primates","Atelidae","Alouatta","Alouatta sara",50,"complex XY","Consigliere et al. 1996"
"Primates","Atelidae","Alouatta","Alouatta sara",52,"complex XY","Stanyon et al. 1995"
"Primates","Atelidae","Alouatta","Alouatta seniculus",44,"complex XY","Stanyon et al. 1995"
"Primates","Atelidae","Alouatta","Alouatta seniculus macconnelli",46,"complex XY","de Oliveira et al. 2002"
"Primates","Atelidae","Ateles","Ateles belzebuth marginatus",34,"XY","de Oliveira et al. 2005"
"Primates","Atelidae","Ateles","Ateles geoffroyi",34,"XY","Pieczarka et al. 1989"
"Primates","Atelidae","Ateles","Ateles paniscus",34,"XY","Pieczarka et al. 1989"
"Primates","Atelidae","Brachyteles","Brachyteles arachnoides",62,"XY","de Oliveira et al. 2005"
"Primates","Atelidae","Lagothrix","Lagothrix lagotricha",62,"XY","Stanyon et al. 2001"
"Primates","Atelidae","Lagothrix","Lagothrix ubericolor",62,"XY","Blackmon 2019"
"Primates","Callitrichidae","Callimico","Callimico goeldii",48,"complex XY","Dumas et al. 2007"
"Primates","Callitrichidae","Callithrix","Callithrix argentata",44,"XY","Canavez et al. 1996"
"Primates","Callitrichidae","Callithrix","Callithrix chrysoleuca",44,"XY","Nagamachi et al. 1996"
"Primates","Callitrichidae","Callithrix","Callithrix emiliae",44,"XY","Nagamachi et al. 1996"
"Primates","Callitrichidae","Callithrix","Callithrix geoffroyi",46,"XY","Nagamachi et al. 1997b"
"Primates","Callitrichidae","Callithrix","Callithrix humeralifer",46,"XY","Blackmon 2019"
"Primates","Callitrichidae","Callithrix","Callithrix humeralifer",44,"XY","Nagamachi et al. 1996"
"Primates","Callitrichidae","Callithrix","Callithrix jacchus",46,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Callitrichidae","Callithrix","Callithrix mauesi",44,"XY","Nagamachi et al. 1996"
"Primates","Callitrichidae","Callithrix","Callithrix pygmaea",44,"XY","Blackmon 2019"
"Primates","Callitrichidae","Cebuella","Cebuella pygmaea",44,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Callitrichidae","Leontopithecus","Leontopithecus chrysopygus",46,"XY","Seuanez et al. 1988"
"Primates","Callitrichidae","Leontopithecus","Leontopithecus rosalia",46,"XY","Seuanez et al. 1988"
"Primates","Callitrichidae","Saguinus","Saguinus fusicollis",46,"XY","Blackmon 2019"
"Primates","Callitrichidae","Saguinus","Saguinus imperator",46,"XY","CRES San Diego (Unpublished)"
"Primates","Callitrichidae","Saguinus","Saguinus midas",46,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Callitrichidae","Saguinus","Saguinus mystax",46,"XY","Blackmon 2019"
"Primates","Callitrichidae","Saguinus","Saguinus nigricollis",46,"XY","Blackmon 2019"
"Primates","Callitrichidae","Saguinus","Saguinus oedipus",46,"XY","Blackmon 2019"
"Primates","Cebidae","Cebus","Cebus albifrons",54,"XY","Amaral et al. 2008"
"Primates","Cebidae","Cebus","Cebus albifrons albifrons",54,"XY","CRES San Diego (Unpublished)"
"Primates","Cebidae","Cebus","Cebus apella",54,"XY","Clemente et al. 1987"
"Primates","Cebidae","Cebus","Cebus apella paraguayanus",54,"XY","Amaral et al. 2008"
"Primates","Cebidae","Cebus","Cebus capucinus",54,"XY","Campa and Stanyon 1992"
"Primates","Cebidae","Cebus","Cebus olivaceus",52,"XY","Amaral et al. 2008"
"Primates","Cebidae","Cebus","Cebus olivaceus",54,"XY","Garcia et al. 2002a"
"Primates","Cebidae","Saimiri","Saimiri sciureus",44,"XY","Stanyon et al. 2000"
"Primates","Cercopithecidae","Allenopithecus","Allenopithecus nigroviridis",48,"XY","CRES San Diego (Unpublished)"
"Primates","Cercopithecidae","Cercocebus","Cercocebus galeritus",42,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Cercopithecidae","Cercocebus","Cercocebus torquatus",42,"XY","F. Garcia et al. 2002"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus aethiops",60,"XY","Finelli et al. 1999"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus ascanius",66,"XY","Blackmon 2019"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus ascanius schmidti",66,"XY","CRES San Diego (Unpublished)"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus cephus",66,"XY","Clemente et al. 1990"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus diana",58,"XY","Ponsa et al. 1980"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus l'hoesti",60,"XY","CRES San Diego (Unpublished)"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus mitis",72,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus mona campbell",66,"XY","Clemente et al. 1990"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus neglectus",62,"XY","Stanyon et al.2005"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus nictitans",70,"XY","Ponsa and Eqozcue 1981"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus petaurista",66,"XY","Clemente et al. 1990"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus pogonias",72,"XY","Ponsa and Eqozcue 1981"
"Primates","Cercopithecidae","Cercopithecus","Cercopithecus talapoin",54,"XY","Blackmon 2019"
"Primates","Cercopithecidae","Colobus","Colobus angolensis palliatus",44,"XY","M. Houck (Unpublished)"
"Primates","Cercopithecidae","Colobus","Colobus guereza",44,"XY","Bigoni et al. 1997b"
"Primates","Cercopithecidae","Erythrocebus","Erythrocebus patas",54,"XY","Stanyon et al. 2005"
"Primates","Cercopithecidae","Macaca","Macaca fascicularis",42,"XY","Ruiz-Herrera et al. 2002"
"Primates","Cercopithecidae","Macaca","Macaca fuscata",42,"XY","Weinberg et al. 1992"
"Primates","Cercopithecidae","Macaca","Macaca mulatta",42,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Cercopithecidae","Macaca","Macaca nigra",42,"XY","Stanyon et al. (Unpublished)"
"Primates","Cercopithecidae","Macaca","Macaca sylvanus",42,"XY","Stanyon et al. (Unpublished)"
"Primates","Cercopithecidae","Mandrillus","Mandrillus sphinx",42,"XY","Ponsa et al. (Unpublished)"
"Primates","Cercopithecidae","Miopithecus","Miopithecus talapoin",54,"XY","Ponsa et al. 1980"
"Primates","Cercopithecidae","Nasalis","Nasalis larvatus",48,"XY","Blackmon 2019"
"Primates","Cercopithecidae","Papio","Papio anubis",42,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Cercopithecidae","Papio","Papio hamadryas",42,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Cercopithecidae","Papio","Papio papio",42,"XY","Blackmon 2019"
"Primates","Cercopithecidae","Presbytis","Presbytis entellus",44,"XY","Blackmon 2019"
"Primates","Cercopithecidae","Presbytis","Presbytis obscurus",44,"XY","Blackmon 2019"
"Primates","Cercopithecidae","Pygathrix","Pygathrix nemaeus",44,"XY","Bigoni 1995"
"Primates","Cercopithecidae","Semnopithecus","Semnopithecus entellus",44,"XY","Stanyon (Unpublished)"
"Primates","Cercopithecidae","Theropithecus","Theropithecus gelada",42,"XY","M. Houck (Unpublished)"
"Primates","Cercopithecidae","Trachypithecus","Trachypithecus cristatus",44,"complex XY","Bigoni et al. 1997a"
"Primates","Cercopithecidae","Trachypithecus","Trachypithecus obscurus",44,"XY","Ponsa et al. 1983"
"Primates","Cheirogaleidae","Microcebus","Microcebus murinus",66,"XY","CRES San Diego (Unpublished)"
"Primates","Daubentoniidae","Daubentonia","Daubentonia madagascariensis",30,"XY","CRES San Diego (Unpublished)"
"Primates","Galagidae","Galago","Galago alleni",40,"XY","Blackmon 2019"
"Primates","Galagidae","Galago","Galago crassicaudatus monteiri",62,"XY","Blackmon 2019"
"Primates","Galagidae","Galago","Galago demidovii",58,"XY","Blackmon 2019"
"Primates","Galagidae","Galago","Galago moholi",38,"XY","Stanyon et al. 2002"
"Primates","Galagidae","Otolemur","Otolemur crassicaudatus",62,"XY","Stanyon et al. 2002"
"Primates","Hominidae","Gorilla","Gorilla gorilla",48,"XY","Yunis and Prakash 1982"
"Primates","Hominidae","Homo","Homo sapiens",46,"XY","Francke 1994"
"Primates","Hominidae","Pan","Pan paniscus",48,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Hominidae","Pan","Pan troglodytes",48,"XY","Yunis and Prakash 1982"
"Primates","Hominidae","Pongo","Pongo abelii",48,"XY","Jauch et al. 1992"
"Primates","Hominidae","Pongo","Pongo pygmaeus",48,"XY","Yunis and Prakash 1982"
"Primates","Hominidae","Pongo","Pongo pygmaeus abelii",48,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Hylobatidae","Hoolock","Hoolock hoolock",38,"XY","Nie et al. 2001"
"Primates","Hylobatidae","Hoolock","Hoolock leuconedys",38,"XY","Capozzi et al. 2012"
"Primates","Hylobatidae","Hylobates","Hylobates concolor",52,"XY","Koehler et al. 1995"
"Primates","Hylobatidae","Hylobates","Hylobates lar",44,"XY","Jauch et al. 1992"
"Primates","Hylobatidae","Hylobates","Hylobates moloch",42,"XY","Stanyon and Chiarelli 1983"
"Primates","Hylobatidae","Hylobates","Hylobates syndactylus",50,"XY","Ponsa et al. (Unpublished)"
"Primates","Hylobatidae","Nomascus","Nomascus concolor",52,"XY","Muller et al. 2003"
"Primates","Hylobatidae","Nomascus","Nomascus gabriellae",52,"XY","Nie et al. (Unpublished)"
"Primates","Hylobatidae","Nomascus","Nomascus leucogenys",52,"XY","Nie et al. (Unpublished)"
"Primates","Hylobatidae","Nomascus","Nomascus siki",52,"XY","Nie et al. (Unpublished)"
"Primates","Hylobatidae","Symphalangus","Symphalangus brachytanites",50,"XY","Blackmon 2019"
"Primates","Hylobatidae","Symphalangus","Symphalangus syndactylus",50,"XY","Muller et al. 2003"
"Primates","Indriidae","Propithecus","Propithecus tattersalli",42,"XY","CRES San Diego (Unpublished)"
"Primates","Indriidae","Propithecus","Propithecus verreauxi coquereli",48,"XY","CRES San Diego (Unpublished)"
"Primates","Lemuridae","Eulemur","Eulemur fulvus",60,"XY","Muller et al. 2004"
"Primates","Lemuridae","Eulemur","Eulemur fulvus sanfordi",60,"XY","CRES San Diego (Unpublished)"
"Primates","Lemuridae","Eulemur","Eulemur macaco",44,"XY","Muller et al. 2004"
"Primates","Lemuridae","Eulemur","Eulemur macaco falvifrons",44,"XY","CRES San Diego (Unpublished)"
"Primates","Lemuridae","Lemur","Lemur catta",56,"XY","Blackmon 2019"
"Primates","Lemuridae","Lemur","Lemur fulvus fulvus",60,"XY","Blackmon 2019"
"Primates","Lemuridae","Lemur","Lemur macaco",44,"XY","Muller et al. 2004"
"Primates","Lemuridae","Lemur","Lemur variegatus subcinctus",46,"XY","Blackmon 2019"
"Primates","Lepilemuridae","Lepilemur","Lepilemur leucopus",26,"XY","Rumpler et al. 1985"
"Primates","Lepilemuridae","Lepilemur","Lepilemur ruficaudatus",20,"XY","Rumpler et al. 1985"
"Primates","Lepilemuridae","Lepilemur","Lepilemur septentrionalis",34,"XY","Rumpler et al. 1985"
"Primates","Lorisidae","Loris","Loris tardigradus",62,"XY","CRES San Diego (Unpublished)"
"Primates","Lorisidae","Nycticebus","Nycticebus coucang",50,"XY","Stanyon et al. 1987a"
"Primates","Lorisidae","Nycticebus","Nycticebus pygmaeus",50,"XY","CRES San Diego (Unpublished)"
"Primates","Pitheciidae","Cacajao","Cacajao calvus",46,"complex XY","Blackmon 2019"
"Primates","Pitheciidae","Cacajao","Cacajao calvus rubicundus",46,"XY","Finotelo et al. 2010"
"Primates","Pitheciidae","Callicebus","Callicebus coimbrai",44,"XY","Rodrigues et al. 2006"
"Primates","Pitheciidae","Callicebus","Callicebus cupreus",46,"XY","Bigoni and Stanyon (Unpublished)"
"Primates","Pitheciidae","Callicebus","Callicebus donacophilus pallescens",50,"XY","Barros et al. 2003"
"Primates","Pitheciidae","Callicebus","Callicebus hoffmannsi",50,"XY","J.C. Pieczarka (Unpublished)"
"Primates","Pitheciidae","Callicebus","Callicebus lugens",16,"XY","Bonvicino et al. 2003"
"Primates","Pitheciidae","Callicebus","Callicebus nigrifrons",42,"XY","Nagamachi et al. 2003"
"Primates","Pitheciidae","Callicebus","Callicebus pallescens",50,"XY","Stanyon et al. 2000"
"Primates","Pitheciidae","Callicebus","Callicebus personatus",44,"XY","Rofdrigues et al. 2011"
"Primates","Pitheciidae","Callicebus","Callicebus personatus nigrifrous",42,"XY","Nagamachi et al. 2003"
"Primates","Pitheciidae","Callicebus","Callicebus torquatus",22,"XY","Barros et al. 2000"
"Primates","Pitheciidae","Chiropotes","Chiropotes utahicki",54,"XY","Stanyon et al. 2004b"
"Primates","Pitheciidae","Pithecia","Pithecia irrorata",48,"XY","Finotelo et al. 2010"
"Primates","Pitheciidae","Pithecia","Pithecia pithecia",48,"XY","CRES San Diego (Unpublished)"
"Primates","Tarsiidae","Tarsius","Tarsius bancanus",80,"XY","Poorman et al. 1985"
"Primates","Tarsiidae","Tarsius","Tarsius syrichta",80,"XY","Rickart 2003"
"Proboscidea","Elephantidae","Elephas","Elephas maximus",56,"XY","Houck et al. 2001"
"Proboscidea","Elephantidae","Loxodonta","Loxodonta africana",56,"XY","Houck et al. 2001"
"Rodentia","Abrocomidae","Abrocoma","Abrocoma bennetti",64,"XY","Spotorno et al. 1995"
"Rodentia","Bathyergidae","Bathyergus","Bathyergus janetta",54,"XY","Nevo et al. 1986"
"Rodentia","Bathyergidae","Fukomys","Fukomys darlingi",54,"XY","Deuve et al. 2008"
"Rodentia","Bathyergidae","Fukomys","Fukomys hottentotus damarensis",80,"XY","Deuve et al. 2008"
"Rodentia","Bathyergidae","Fukomys","Fukomys hottentotus damarensis",78,"XY","Nevo et al. 1986"
"Rodentia","Bathyergidae","Fukomys","Fukomys mechowi",40,"XY","Macholan et al. 1993"
"Rodentia","Bathyergidae","Georychus","Georychus capensis",54,"XY","Nevo et al. 1986"
"Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus",62,"XY","Deuve et al. 2008"
"Rodentia","Capromyidae","Capromys","Capromys pilorodes",40,"XY","Perelman et al. (Unpublished)"
"Rodentia","Capromyidae","Mysateles","Mysateles prehensilis",34,"XY","Milishnikov et al. 1990"
"Rodentia","Castoridae","Castor","Castor canadiensis",40,"XY","Ward et al. 1991"
"Rodentia","Castoridae","Castor","Castor fiber",48,"XY","Graphodatsky et al. 2008b"
"Rodentia","Caviidae","Cavia","Cavia porcellus",64,"XY","Romanenko et al. 2015"
"Rodentia","Caviidae","Cavia","Cavia tschudii",64,"XY","Romanenko (Unpublished)"
"Rodentia","Caviidae","Dolichotis","Dolichotis patagonum",64,"XY","Romanenko (Unpublished)"
"Rodentia","Caviidae","Hydrochoeris","Hydrochoeris hydrochaeris",66,"XY","CRES San Diego (Unpublished)"
"Rodentia","Chinchillidae","Chinchilla","Chinchilla laniger",64,"XY","Blackmon 2019"
"Rodentia","Chinchillidae","Lagostomus","Lagostomus maximus",56,"XY","Graphodatskaya and Graphodatsky (Unpublished)"
"Rodentia","Cricetidae","Abrothrix","Abrothrix longipilis",52,"XY","Gallardo 1982"
"Rodentia","Cricetidae","Abrothrix","Abrothrix olivaceus",52,"XY","Gallardo 1982"
"Rodentia","Cricetidae","Abrothrix","Abrothrix sanborni",52,"XY","Gallardo 1982"
"Rodentia","Cricetidae","Akodon","Akodon aerosus",40,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Akodon","Akodon cursor",15,"XY","Hass et al. 2008"
"Rodentia","Cricetidae","Akodon","Akodon montensis",24,"XY","Hass et al. 2008"
"Rodentia","Cricetidae","Akodon","Akodon orophilus",26,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Akodon","Akodon paranaensis",44,"XY","Hass et al. 2008"
"Rodentia","Cricetidae","Akodon","Akodon serrensis",46,"XY","Hass et al. 2008"
"Rodentia","Cricetidae","Akodon","Akodon simulator",36,"XY","Aniskin et al. 1996"
"Rodentia","Cricetidae","Akodon","Akodon sp.",10,"XY","Pereira et al. 2016"
"Rodentia","Cricetidae","Akodon","Akodon sp.-1",NA,"complex XY","Blackmon 2019"
"Rodentia","Cricetidae","Akodon","Akodon sp.-2",NA,"complex XY","Blackmon 2019"
"Rodentia","Cricetidae","Akodon","Akodon toba",42,"XY","Aniskin et al. 1996"
"Rodentia","Cricetidae","Akodon","Akodon urichi venezeulensis",18,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Akodon","Akodon xanthorhinus",52,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Allocricetulus","Allocricetulus curtatus",20,"XY","Romanenko et al. 2013"
"Rodentia","Cricetidae","Allocricetulus","Allocricetulus eversmanni",26,"XY","Romanenko et al. 2013"
"Rodentia","Cricetidae","Allocricetulus","Allocricetulus pseudocurtatus",26,"XY","Romanenko et al. 2013"
"Rodentia","Cricetidae","Alticola","Alticola argentatus",56,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Alticola","Alticola barakshin",56,"XY","Lemskaya and Romanenko (Unpublished)"
"Rodentia","Cricetidae","Alticola","Alticola macrotis",56,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Alticola","Alticola olchonensis",56,"XY","Romanenko (Unpublished)"
"Rodentia","Cricetidae","Alticola","Alticola strelzowi",56,"XY","Lemskaya (Unpublished)"
"Rodentia","Cricetidae","Amphinectomys","Amphinectomys savamis",50,"XY","Malygin et al. 1994"
"Rodentia","Cricetidae","Anotomys","Anotomys leander",92,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Arvicola","Arvicola amphibius",36,"XY","Romanenko et al. 2016"
"Rodentia","Cricetidae","Arvicola","Arvicola terrestris",36,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Auliscomys","Auliscomys boliviensis",22,"XY","Walker and Spotorno 1992"
"Rodentia","Cricetidae","Auliscomys","Auliscomys micropus",34,"XY","Walker and Spotorno 1992"
"Rodentia","Cricetidae","Auliscomys","Auliscomys sublimis",28,"XY","Walker and Spotorno 1992"
"Rodentia","Cricetidae","Baiomys","Baiomys taylori subater",48,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Blanfordimys","Blanfordimys afghanus",58,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Blanfordimys","Blanfordimys bucharicus",48,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Calomyscus","Calomyscus bailwardi",32,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Calomyscus","Calomyscus bailwardi",44,"XY","Radjabli et al. (Unpublished)"
"Rodentia","Cricetidae","Calomyscus","Calomyscus bailwardi",46,"XY","Romanenko (Unpublished)"
"Rodentia","Cricetidae","Calomyscus","Calomyscus elburzensis",44,"XY","Romanenko (Unpublished)"
"Rodentia","Cricetidae","Calomyscus","Calomyscus firiusaensis",44,"XY","Graphodatsky et al. (Unpublished)"
"Rodentia","Cricetidae","Calomyscus","Calomyscus mystax",44,"XY","Radjabli et al. (Unpublished)"
"Rodentia","Cricetidae","Calomyscus","Calomyscus sp. 1",52,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Calomyscus","Calomyscus sp. 2",30,"XY","Graphodatsky et al. (Unpublished)"
"Rodentia","Cricetidae","Calomyscus","Calomyscus sp. 3",37,"XY","Graphodatsky et al. (Unpublished)"
"Rodentia","Cricetidae","Calomyscus","Calomyscus urartensis",32,"XY","Graphodatsky et al. 2000a"
"Rodentia","Cricetidae","Cerradomys","Cerradomys langguthi",46,"XY","Nagamachi et al. 2013"
"Rodentia","Cricetidae","Chionomys","Chionomys gud",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Chionomys","Chionomys nivalis",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Chionomys","Chionomys roberti",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Clethrionomys","Clethrionomys californicus",56,"XY","Modi 1987"
"Rodentia","Cricetidae","Clethrionomys","Clethrionomys centralis",56,"XY","Sokolov et al. 1990"
"Rodentia","Cricetidae","Clethrionomys","Clethrionomys gapperi",56,"XY","Modi 1987"
"Rodentia","Cricetidae","Clethrionomys","Clethrionomys rufocanus",56,"XY","Sokolov et al. 1990"
"Rodentia","Cricetidae","Clethrionomys","Clethrionomys rutilus",56,"XY","Sokolov et al. 1990"
"Rodentia","Cricetidae","Clethrionomys","Clethrionomys sikotanensis",56,"XY","Sokolov et al. 1990"
"Rodentia","Cricetidae","Cricetulus","Cricetulus barabensis",20,"XY","Radjabli et al. (Unpublished)"
"Rodentia","Cricetidae","Cricetulus","Cricetulus cricetus",22,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Cricetulus","Cricetulus griseus",22,"XY","Romanenko et al. 2006"
"Rodentia","Cricetidae","Cricetulus","Cricetulus longicaudatus",24,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Cricetulus","Cricetulus migratorius",22,"XY","Radjabli et al. (Unpublished)"
"Rodentia","Cricetidae","Cricetulus","Cricetulus obscurus",20,"XY","Radjabli et al. (Unpublished)"
"Rodentia","Cricetidae","Cricetulus","Cricetulus pseudogriseus",24,"XY","Radjabli et al. (Unpublished)"
"Rodentia","Cricetidae","Cricetulus","Cricetulus sokolovi",20,"XY","Poplavskaya et al. 2017"
"Rodentia","Cricetidae","Cricetus","Cricetus cricetus",22,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Deltamys","Deltamys kempi",38,"complex XY","Blackmon 2019"
"Rodentia","Cricetidae","Deltamys","Deltamys sp",40,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Dicrostonyx","Dicrostonyx torquatus",46,"complex XY","Blackmon 2019"
"Rodentia","Cricetidae","Dicrostonyx","Dicrostonyx torquatus",30,"XY","Modi 1987"
"Rodentia","Cricetidae","Dicrostonyx","Dicrostonyx torquatus",NA,"complex XY","Romanenko et al. 2016"
"Rodentia","Cricetidae","Eligmodontia","Eligmodontia puerulus",50,"XY","Kelt et al. 1991"
"Rodentia","Cricetidae","Eligmodontia","Eligmodontia sp.",32,"XY","Kelt et al. 1991"
"Rodentia","Cricetidae","Ellobius","Ellobius fuscocapillus",36,"XY","Perelman and Graphodatsky (Unpublished)"
"Rodentia","Cricetidae","Ellobius","Ellobius lutescens",17,"XO","Perelman et al. (Unpublished)"
"Rodentia","Cricetidae","Ellobius","Ellobius talpinus",54,"XY","Bakloushinskaya et al. 2012"
"Rodentia","Cricetidae","Ellobius","Ellobius talpinus",50,"XY","Perelman and Graphodatsky (Unpublished)"
"Rodentia","Cricetidae","Ellobius","Ellobius tancrei",54,"complex XY","Bakloushinskaya et al. 2012"
"Rodentia","Cricetidae","Ellobius","Ellobius tancrei",30,"complex XY","Bakloushinskaya et al. 2013"
"Rodentia","Cricetidae","Ellobius","Ellobius tancrei",NA,"complex XY","Blackmon 2019"
"Rodentia","Cricetidae","Eothenomys","Eothenomys kageus",56,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Eothenomys","Eothenomys miletus",56,"XY","Li et al. 2006b"
"Rodentia","Cricetidae","Eothenomys","Eothenomys proditor",32,"XY","Li et al. 2006b"
"Rodentia","Cricetidae","Eothenomys","Eothenomys regulus",56,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Eothenomys","Eothenomys smithi",56,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Euneomys","Euneomys chinchilloides petersoni",36,"XY","Reise and Gallardo 1990"
"Rodentia","Cricetidae","Euneomys","Euneomys mordax",42,"XY","Reise and Gallardo 1990"
"Rodentia","Cricetidae","Hylaeamys","Hylaeamys younanus",58,"XY","Volobouev and Aniskin 2000"
"Rodentia","Cricetidae","Lagurus","Lagurus curtatus",54,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Lagurus","Lagurus lagurus",54,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Lagurus","Lagurus lagurus",56,"XY","Modi 1987"
"Rodentia","Cricetidae","Lasiopodomys","Lasiopodomys mandarinus",47,"complex XY","Gladkikh et al. 2016, Roy 2021"
"Rodentia","Cricetidae","Lemmus","Lemmus sibiricus",50,"XY","Modi 1987"
"Rodentia","Cricetidae","Mesocricetus","Mesocricetus auratus",44,"XY","Popescu and DiPaolo 1972"
"Rodentia","Cricetidae","Mesocricetus","Mesocricetus brandti",44,"XY","Popescu and DiPaolo 1972"
"Rodentia","Cricetidae","Mesocricetus","Mesocricetus brandti",42,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Mesocricetus","Mesocricetus newtoni",38,"XY","Radjabli et al. (Unpublished)"
"Rodentia","Cricetidae","Mesocricetus","Mesocricetus raddei",44,"XY","Romanenko et al. 2007"
"Rodentia","Cricetidae","Microtus","Microtus agrestis",50,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus arvalis",46,"XY","Lemskaya et al. 2010"
"Rodentia","Cricetidae","Microtus","Microtus brandti",34,"XY","Gladkikh et al. 2016"
"Rodentia","Cricetidae","Microtus","Microtus breweri",46,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus californicus",53,"XY","Modi 1987"
"Rodentia","Cricetidae","Microtus","Microtus canicaudus",24,"XY","Blackmon 2019"
"Rodentia","Cricetidae","Microtus","Microtus clarkei",52,"XY","Li et al. 2006b"
"Rodentia","Cricetidae","Microtus","Microtus daghestanicus",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus dogramacii",48,"XY","Lemskaya et al. 2010"
"Rodentia","Cricetidae","Microtus","Microtus evoronensis",40,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus fortis",52,"XY","Kovalskaya et al. 1991"
"Rodentia","Cricetidae","Microtus","Microtus gregalis",36,"XY","Lemskaya et al. 2010"
"Rodentia","Cricetidae","Microtus","Microtus gromovi",44,"XY","Lemskaya (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus guentheri",54,"XY","Lemskaya et al. 2010"
"Rodentia","Cricetidae","Microtus","Microtus guentheri arm",60,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus guentheri philistinus",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus hyperboreus",50,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus juldaschi",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus julddaschi carruthersi",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus kirgisorum",54,"XY","Sablina et al. (Unpublished)"
"Rodentia","Cricetidae","Microtus","Microtus levis",54,"XY","Lemskaya et al. 2010"
